source_path,relative_path,file_name,extension,dataset_group,class_label,specimen,sample_id,marker,dilution,magnification,image_index,replicate_or_position,parse_confidence,parsed_pattern,recommended_split_group,recommended_train_path,size_mb,modified_time,notes
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号1-6（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号1-6（20倍）.tif,肿瘤SK类皮下MFAP4序号1-6（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号1__20x,肿瘤SK类皮下,序号1,MFAP4,,20x,6,6,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号1__20x\肿瘤SK类皮下MFAP4序号1-6（20倍）.tif,38.94,2026-03-24T01:56:48.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号1-7（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号1-7（20倍）.tif,肿瘤SK类皮下MFAP4序号1-7（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号1__20x,肿瘤SK类皮下,序号1,MFAP4,,20x,7,7,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号1__20x\肿瘤SK类皮下MFAP4序号1-7（20倍）.tif,38.89,2026-03-24T01:57:18.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号1-8（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号1-8（20倍）.tif,肿瘤SK类皮下MFAP4序号1-8（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号1__20x,肿瘤SK类皮下,序号1,MFAP4,,20x,8,8,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号1__20x\肿瘤SK类皮下MFAP4序号1-8（20倍）.tif,38.76,2026-03-24T01:57:50.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号1-9（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号1-9（20倍）.tif,肿瘤SK类皮下MFAP4序号1-9（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号1__20x,肿瘤SK类皮下,序号1,MFAP4,,20x,9,9,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号1__20x\肿瘤SK类皮下MFAP4序号1-9（20倍）.tif,37.98,2026-03-24T01:58:16.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-1（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-1（20倍）.tif,肿瘤SK类皮下MFAP4序号2-1（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,1,1,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-1（20倍）.tif,32.11,2026-03-24T12:01:46.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-10（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-10（20倍）.tif,肿瘤SK类皮下MFAP4序号2-10（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,10,10,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-10（20倍）.tif,30.71,2026-03-24T12:10:22.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-11（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-11（20倍）.tif,肿瘤SK类皮下MFAP4序号2-11（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,11,11,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-11（20倍）.tif,30.44,2026-03-24T12:11:38.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-12（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-12（20倍）.tif,肿瘤SK类皮下MFAP4序号2-12（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,12,12,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-12（20倍）.tif,29.49,2026-03-24T12:12:00.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-13（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-13（20倍）.tif,肿瘤SK类皮下MFAP4序号2-13（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,13,13,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-13（20倍）.tif,31.08,2026-03-24T12:12:24.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-14（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-14（20倍）.tif,肿瘤SK类皮下MFAP4序号2-14（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,14,14,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-14（20倍）.tif,30.4,2026-03-24T12:12:48.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-15（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-15（20倍）.tif,肿瘤SK类皮下MFAP4序号2-15（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,15,15,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-15（20倍）.tif,28.04,2026-03-24T12:13:22.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-16（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-16（20倍）.tif,肿瘤SK类皮下MFAP4序号2-16（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,16,16,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-16（20倍）.tif,29.74,2026-03-24T12:13:52.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-17（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-17（20倍）.tif,肿瘤SK类皮下MFAP4序号2-17（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,17,17,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-17（20倍）.tif,28.94,2026-03-24T12:14:10.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-18（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-18（20倍）.tif,肿瘤SK类皮下MFAP4序号2-18（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,18,18,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-18（20倍）.tif,30.3,2026-03-24T12:14:36.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-19（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-19（20倍）.tif,肿瘤SK类皮下MFAP4序号2-19（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,19,19,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-19（20倍）.tif,30.4,2026-03-24T12:14:52.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-2（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-2（20倍）.tif,肿瘤SK类皮下MFAP4序号2-2（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,2,2,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-2（20倍）.tif,31.45,2026-03-24T12:02:48.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-20（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-20（20倍）.tif,肿瘤SK类皮下MFAP4序号2-20（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,20,20,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-20（20倍）.tif,30.47,2026-03-24T12:15:18.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-3（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-3（20倍）.tif,肿瘤SK类皮下MFAP4序号2-3（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,3,3,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-3（20倍）.tif,32.34,2026-03-24T12:03:20.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-4（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-4（20倍）.tif,肿瘤SK类皮下MFAP4序号2-4（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,4,4,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-4（20倍）.tif,29.29,2026-03-24T12:06:18.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-5（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-5（20倍）.tif,肿瘤SK类皮下MFAP4序号2-5（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,5,5,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-5（20倍）.tif,29.67,2026-03-24T12:07:12.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-6（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-6（20倍）.tif,肿瘤SK类皮下MFAP4序号2-6（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,6,6,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-6（20倍）.tif,30.65,2026-03-24T12:08:08.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-7（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-7（20倍）.tif,肿瘤SK类皮下MFAP4序号2-7（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,7,7,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-7（20倍）.tif,30.27,2026-03-24T12:08:38.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-8（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-8（20倍）.tif,肿瘤SK类皮下MFAP4序号2-8（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,8,8,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-8（20倍）.tif,31,2026-03-24T12:09:18.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-9（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号2-9（20倍）.tif,肿瘤SK类皮下MFAP4序号2-9（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号2__20x,肿瘤SK类皮下,序号2,MFAP4,,20x,9,9,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号2__20x\肿瘤SK类皮下MFAP4序号2-9（20倍）.tif,32.03,2026-03-24T12:09:48.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-1（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-1（20倍）.tif,肿瘤SK类皮下MFAP4序号3-1（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,1,1,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-1（20倍）.tif,29.43,2026-03-24T12:42:20.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-10（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-10（20倍）.tif,肿瘤SK类皮下MFAP4序号3-10（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,10,10,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-10（20倍）.tif,29.17,2026-03-24T12:45:52.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-11（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-11（20倍）.tif,肿瘤SK类皮下MFAP4序号3-11（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,11,11,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-11（20倍）.tif,29.92,2026-03-24T12:46:12.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-12（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-12（20倍）.tif,肿瘤SK类皮下MFAP4序号3-12（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,12,12,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-12（20倍）.tif,30.81,2026-03-24T12:46:22.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-13（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-13（20倍）.tif,肿瘤SK类皮下MFAP4序号3-13（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,13,13,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-13（20倍）.tif,30.98,2026-03-24T12:46:34.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-14（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-14（20倍）.tif,肿瘤SK类皮下MFAP4序号3-14（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,14,14,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-14（20倍）.tif,28.88,2026-03-24T12:46:46.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-15（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-15（20倍）.tif,肿瘤SK类皮下MFAP4序号3-15（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,15,15,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-15（20倍）.tif,30.08,2026-03-24T12:46:56.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-16（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-16（20倍）.tif,肿瘤SK类皮下MFAP4序号3-16（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,16,16,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-16（20倍）.tif,30.59,2026-03-24T12:47:12.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-17（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-17（20倍）.tif,肿瘤SK类皮下MFAP4序号3-17（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,17,17,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-17（20倍）.tif,30.72,2026-03-24T12:47:24.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-18（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-18（20倍）.tif,肿瘤SK类皮下MFAP4序号3-18（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,18,18,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-18（20倍）.tif,30.29,2026-03-24T12:47:36.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-19（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-19（20倍）.tif,肿瘤SK类皮下MFAP4序号3-19（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,19,19,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-19（20倍）.tif,29.76,2026-03-24T12:47:52.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-2（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-2（20倍）.tif,肿瘤SK类皮下MFAP4序号3-2（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,2,2,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-2（20倍）.tif,31.02,2026-03-24T12:42:40.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-20（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-20（20倍）.tif,肿瘤SK类皮下MFAP4序号3-20（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,20,20,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-20（20倍）.tif,29.4,2026-03-24T12:48:08.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-3（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-3（20倍）.tif,肿瘤SK类皮下MFAP4序号3-3（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,3,3,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-3（20倍）.tif,29.74,2026-03-24T12:42:56.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-4（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-4（20倍）.tif,肿瘤SK类皮下MFAP4序号3-4（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,4,4,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-4（20倍）.tif,30.73,2026-03-24T12:43:10.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-5（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-5（20倍）.tif,肿瘤SK类皮下MFAP4序号3-5（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,5,5,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-5（20倍）.tif,30,2026-03-24T12:43:24.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-6（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-6（20倍）.tif,肿瘤SK类皮下MFAP4序号3-6（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,6,6,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-6（20倍）.tif,30.41,2026-03-24T12:43:56.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-7（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-7（20倍）.tif,肿瘤SK类皮下MFAP4序号3-7（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,7,7,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-7（20倍）.tif,30.58,2026-03-24T12:44:14.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-8（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-8（20倍）.tif,肿瘤SK类皮下MFAP4序号3-8（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,8,8,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-8（20倍）.tif,27.21,2026-03-24T12:44:32.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-9（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号3-9（20倍）.tif,肿瘤SK类皮下MFAP4序号3-9（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号3__20x,肿瘤SK类皮下,序号3,MFAP4,,20x,9,9,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号3__20x\肿瘤SK类皮下MFAP4序号3-9（20倍）.tif,27.91,2026-03-24T12:45:24.000Z,
E:\data\sy2part123\sy1\肿瘤SK类皮下MFAP4序号4-1（20倍）.tif,sy2part123\sy1\肿瘤SK类皮下MFAP4序号4-1（20倍）.tif,肿瘤SK类皮下MFAP4序号4-1（20倍）.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号4__20x,肿瘤SK类皮下,序号4,MFAP4,,20x,1,1,high,sy2_specimen_marker_sequence_dash_index_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号4__20x\肿瘤SK类皮下MFAP4序号4-1（20倍）.tif,39.01,2026-03-24T13:18:42.000Z,
